,user_id,title,weeks_since_first_transaction,mastery,diligence,num_questions,percentage_correct,num_review,num_view,ratio_window_visible,cluster
80,388100,Deutsch,3,13.580288762846566,1066.0,32.0,92.1875,29.0,32.0,0.5,2
81,388100,Deutsch,4,16.177737006398225,2234.0,47.0,90.42553191489361,37.0,47.0,0.96,2
82,388100,Deutsch,5,16.181353904546373,2250.0,5.0,80.0,0.0,17.0,0.6,2
83,388100,Deutsch,6,16.70218723787971,2292.0,1.0,50.0,0.0,5.0,0.5263157894736842,2
84,388120,Deutsch,0,0.008680555555555556,0.0,7.0,78.57142857142857,0.0,11.0,0.09090909090909091,2
85,388120,Deutsch,1,1.4409722222222223,204.0,7.0,71.42857142857143,0.0,10.0,0.3333333333333333,2
86,388120,Deutsch,2,3.4375,596.0,60.0,74.16666666666667,5.0,100.0,0.5714285714285714,2
87,388120,Deutsch,3,5.570058321225644,1196.0,7.0,71.42857142857143,7.0,7.0,,2
88,388120,Deutsch,4,18.243669432336755,1414.0,2.0,50.0,0.0,3.0,0.05,2
89,388120,Deutsch,5,18.417280543447866,1462.0,12.0,62.5,1.0,32.0,0.2857142857142857,2
90,388120,Deutsch,6,20.847836099003423,2602.0,16.0,81.25,18.0,30.0,,2
91,388121,Deutsch,0,3.4272952776876444,224.0,14.0,82.14285714285714,9.0,17.0,0.8333333333333334,2
92,388121,Deutsch,1,6.690815232594645,656.0,9.0,66.66666666666667,0.0,13.0,0.4,2
93,388121,Deutsch,2,6.690815232594645,656.0,37.0,58.108108108108105,43.0,37.0,0.7692307692307693,2
94,388121,Deutsch,3,9.933413264222242,1176.0,7.0,64.28571428571429,1.0,7.0,0.041666666666666664,2
95,388121,Deutsch,4,18.266746597555578,1288.0,7.0,57.142857142857146,0.0,8.0,0.041666666666666664,2
96,388121,Deutsch,5,18.44035770866669,1478.0,8.0,50.0,0.0,9.0,0.3333333333333333,2
97,388121,Deutsch,6,18.44035770866669,2130.0,21.0,73.80952380952381,4.0,26.0,0.25,2
98,388251,Deutsch,0,0.2170138888888889,168.0,15.0,70.0,5.0,16.0,,2
99,388251,Deutsch,1,2.825520833333333,776.0,28.0,62.5,0.0,30.0,0.2777777777777778,2
100,388251,Deutsch,2,3.899739583333334,1520.0,32.0,62.5,0.0,32.0,0.5833333333333334,2
101,388251,Deutsch,3,3.899739583333334,1536.0,3.0,50.0,0.0,5.0,0.5,2
102,388251,Deutsch,4,4.00390625,1632.0,7.0,64.28571428571429,5.0,7.0,0.5454545454545454,2
103,388251,Deutsch,5,4.055989583333334,1640.0,2.0,50.0,0.0,3.0,0.5384615384615384,2
104,388251,Deutsch,6,4.057798032407407,1660.0,10.0,50.0,0.0,11.0,0.6,2
105,388260,Deutsch,0,0.0,0.0,0.0,,0.0,,,0
106,388260,Deutsch,1,0.1736111111111111,250.0,12.0,54.166666666666664,2.0,13.0,0.04,0
